	phenotype	taxonomy rank level	NCBI taxon id 1	NCBI taxon id 2	pvalue Pearson	correlation coefficient Pearson	pvalue Spearman	correlation coefficient Spearman	nr. co-occurred samples	nr. samples of taxon1 only	nr. samples of taxon2 only	nr. samples of none	Odds ratio (OR) Fisher test	pvalue Fisher test	OR confidence lower	OR confidence upper	scientific name taxon1	scientific name taxon2
10937	D006262	species	61171	491921	2.64e-07	-0.203021985	1.17e-59	-0.586476198	11	527	94	11853	2.631762714	0.005493185	1.262603329	4.965818433	Holdemania filiformis	Megamonas rupellensis
10938	D006262	species	61171	552398	3.93e-09	-0.217594222	8.06e-14	-0.274064844	145	393	179	11768	24.23457207	8.67e-115	18.89881379	31.05527068	Holdemania filiformis	Ruminococcaceae bacterium D16
10939	D006262	species	61171	626929	2.87e-24	-0.291846723	6.31e-246	-0.787149373	41	497	625	11322	1.494343406	0.023391116	1.048499764	2.080790589	Holdemania filiformis	Bacteroides clarus
10940	D006262	species	61171	626931	3.87e-11	-0.231563941	8.989999999999999e-141	-0.743593474	29	509	257	11690	2.591095288	1.95e-05	1.683687767	3.858123048	Holdemania filiformis	Bacteroides oleiciplenus
10941	D006262	species	61171	626938	2.07e-06	-0.198644122	1.42e-16	-0.338927548	8	530	24	11923	7.494152174	4.75e-05	2.896934642	17.3484431	Holdemania filiformis	Succinatimonas hippei
10942	D006262	species	61171	649724	2.95e-06	-0.189803553	2.64e-37	-0.489193594	10	528	60	11887	3.751106751	0.000783986	1.7023995	7.439668932	Holdemania filiformis	Clostridium sp. ATCC BAA-442
10943	D006262	species	61171	658082	0.004446752	-0.105678218	2.8900000000000005e-110	-0.70629439	23	515	185	11762	2.839032668	3.2e-05	1.740113882	4.4386474	Holdemania filiformis	Lachnospiraceae bacterium 2_1_58FAA
10944	D006262	species	61171	658086	8.86e-05	-0.150294139	1.0099999999999999e-46	-0.513684774	39	499	137	11810	6.735383705	1.15e-17	4.540764139	9.799693205	Holdemania filiformis	Lachnospiraceae bacterium 3_1_57FAA_CT1
10945	D006262	species	61171	666685	1.31e-06	-0.202070234	1.32e-18	-0.359093651	5	533	26	11921	4.300149943	0.009788767	1.284424801	11.44032567	Holdemania filiformis	Rhodanobacter denitrificans
10946	D006262	species	61171	908612	3.09e-09	-0.230842157	2.8899999999999997e-67	-0.611369801	11	527	106	11841	2.331271404	0.017723084	1.122654135	4.377445498	Holdemania filiformis	Alistipes sp. HGB5
10947	D006262	species	61171	1070699	4.57e-10	-0.25529378	7.92e-14	-0.303795822	33	505	41	11906	18.96088755	7.23e-26	11.51221002	31.03580808	Holdemania filiformis	Clostridiaceae bacterium JC118
10948	D006262	species	61171	1118061	4.45e-06	-0.096088018	2.72e-87	-0.398307367	165	373	1735	10212	2.603328678	2.55e-20	2.138963297	3.158733911	Holdemania filiformis	Alistipes obesi
10949	D006262	species	61171	1226322	1.47e-05	-0.181201176	9.35e-10	-0.253811818	14	524	27	11920	11.78772791	7.75e-10	5.678875285	23.43795414	Holdemania filiformis	Oscillibacter sp. KLE 1728
10950	D006262	species	61171	1226323	4.91e-07	-0.18846877	1.32e-54	-0.540955941	46	492	164	11783	6.715513156	1.99e-20	4.674393609	9.492521252	Holdemania filiformis	Oscillibacter sp. KLE 1745
10951	D006262	species	61171	1226325	0.002774613	-0.126422245	3.18e-12	-0.289361944	4	534	20	11927	4.465967073	0.018244073	1.106122738	13.4000281	Holdemania filiformis	Clostridium sp. KLE 1755
10952	D006262	species	61171	1288121	1.33e-07	-0.166572935	5.81e-141	-0.689944714	42	496	453	11494	2.148322786	2.35e-05	1.50802727	2.993811384	Holdemania filiformis	Alistipes senegalensis
10953	D006262	species	61171	1515439	0.000389568	-0.150049036	3.81e-12	-0.289093309	4	534	17	11930	5.255157145	0.011374616	1.282051881	16.18395368	Holdemania filiformis	Burkholderia susongensis
11229	D006262	species	78345	84026	5.96e-13	-0.131931975	4.45e-176	-0.487215384	517	682	1757	9529	4.110768517	4.53e-100	3.619454065	4.667178	Bifidobacterium merycicum	[Clostridium] methylpentosum
11230	D006262	species	78345	84112	1.54e-05	-0.100438008	6.099999999999999e-287	-0.713276953	127	1072	647	10639	1.947975048	9.96e-10	1.581267886	2.385268569	Bifidobacterium merycicum	Eggerthella lenta
11231	D006262	species	78345	85831	0.000700104	-0.088822337	2.06e-143	-0.601034399	78	1121	254	11032	3.021510135	3.74e-14	2.296568232	3.940474659	Bifidobacterium merycicum	Bacteroides acidifaciens
11232	D006262	species	78345	89014	9.78e-11	-0.146503556	4.3499999999999995e-128	-0.509419422	503	696	733	10553	10.40103568	1.38e-220	9.047498583	11.95283167	Bifidobacterium merycicum	Blautia luti
11233	D006262	species	78345	100176	2.84e-05	-0.117365545	1.6300000000000001e-37	-0.348751228	37	1162	67	11219	5.330519446	4.66e-13	3.451573696	8.119138474	Bifidobacterium merycicum	Papillibacter cinnamivorans
11234	D006262	species	78345	103892	0.024005213	-0.059539421	1.6e-58	-0.407253321	110	1089	238	11048	4.687964747	2.98e-31	3.673164194	5.95441232	Bifidobacterium merycicum	Veillonella ratti
11235	D006262	species	78345	107580	0.002401374	-0.084708808	4.99e-19	-0.245345172	109	1090	83	11203	13.49142766	3.83e-61	9.976079661	18.30053948	Bifidobacterium merycicum	Bacteroides sp. CIP103040
11236	D006262	species	78345	114527	4.44e-05	-0.111631744	5.9499999999999996e-83	-0.494195978	23	1176	133	11153	1.639975408	0.038708926	1.000809996	2.578574157	Bifidobacterium merycicum	Mogibacterium diversum
11237	D006262	species	78345	143393	6.27e-09	-0.148642444	6.8e-194	-0.665135945	52	1147	314	10972	1.584069341	0.003821846	1.150352482	2.144892049	Bifidobacterium merycicum	[Eubacterium] sulci
11238	D006262	species	78345	158787	3.7200000000000004e-26	0.21523487	3.71e-13	0.148743755	846	353	1163	10123	20.86192133	0.0	18.12691941	24.00808187	Bifidobacterium merycicum	Bifidobacterium scardovii
11239	D006262	species	78345	158847	0.000532725	-0.084569342	2.22e-223	-0.675360783	121	1078	475	10811	2.554427965	5.34e-16	2.054517714	3.157626789	Bifidobacterium merycicum	Megamonas hypermegale
11240	D006262	species	78345	165179	8.270000000000001e-26	-0.151931639	0.0	-0.580528675	422	777	3528	7758	1.194260346	0.006061565	1.051273234	1.355442404	Bifidobacterium merycicum	Prevotella copri
11241	D006262	species	78345	197614	0.002449046	-0.080393687	1.86e-119	-0.563175525	42	1157	219	11067	1.834274564	0.000885979	1.278591931	2.577431741	Bifidobacterium merycicum	Streptococcus pasteurianus
11242	D006262	species	78345	204516	5.53e-19	-0.126576674	0.0	-0.546701792	516	683	3709	7577	1.543355689	3.56e-12	1.364730439	1.744550394	Bifidobacterium merycicum	Bacteroides massiliensis
11243	D006262	species	78345	216945	1.94e-07	-0.136485278	4.9999999999999996e-54	-0.391390875	291	908	244	11042	14.49626721	1.2900000000000001e-161	12.02349	17.48787184	Bifidobacterium merycicum	Spiroplasma syrphidicola
11244	D006262	species	78345	253239	0.001643963	-0.086564949	1.27e-74	-0.47323554	36	1163	121	11165	2.855849994	6.75e-07	1.901872754	4.197125762	Bifidobacterium merycicum	Ethanoligenens harbinense
11245	D006262	species	78345	264027	0.007872125	-0.075896683	5.12e-11	-0.186190151	40	1159	26	11260	14.94460018	1.52e-24	8.858059672	25.59119044	Bifidobacterium merycicum	Algoriphagus marincola
11246	D006262	species	78345	288965	5.89e-15	-0.166312141	1.09e-294	-0.679586776	262	937	976	10310	2.953278993	1.15e-38	2.526927038	3.444584984	Bifidobacterium merycicum	[Clostridium] clariflavum
11247	D006262	species	78345	301302	4.31e-14	-0.164738145	9.05e-177	-0.566922453	482	717	876	10410	7.98632882	1.49e-178	6.96445481	9.155115217	Bifidobacterium merycicum	Roseburia faecis
11248	D006262	species	78345	308994	7.69e-05	-0.102490047	5.49e-121	-0.555810394	195	1004	284	11002	7.5217474	3.57e-77	6.164371317	9.164962834	Bifidobacterium merycicum	Dialister propionicifaciens
11249	D006262	species	78345	419005	0.00465481	-0.08044742	2.1e-25	-0.290162717	10	1189	37	11249	2.556721635	0.012328203	1.130898869	5.261421292	Bifidobacterium merycicum	Prevotella amnii
11250	D006262	species	78345	471189	0.001285652	-0.086045339	2.44e-105	-0.537348736	42	1157	198	11088	2.032705953	0.000135866	1.412991031	2.865538315	Bifidobacterium merycicum	Gordonibacter pamelaeae
11251	D006262	species	78345	480930	0.0339257	-0.06070405	1.57e-12	-0.200432861	7	1192	22	11264	3.006149436	0.017521215	1.082412689	7.30500525	Bifidobacterium merycicum	Lactobacillus odoratitofui
11252	D006262	species	78345	487175	1.34e-11	-0.105507939	1e-306	-0.538574523	384	815	2891	8395	1.368152845	2.57e-06	1.199908341	1.558091181	Bifidobacterium merycicum	Parasutterella excrementihominis
11253	D006262	species	78345	502558	3.89e-10	-0.15814163	1.54e-156	-0.606927216	121	1078	350	10936	3.506620855	4.45e-25	2.801189542	4.367233256	Bifidobacterium merycicum	Eggerthella sp. YY7918
11254	D006262	species	78345	504487	0.00088031	-0.093005674	3.99e-51	-0.403421516	20	1179	77	11209	2.469151939	0.000831041	1.424283421	4.097911947	Bifidobacterium merycicum	Jejuia pallidilutea
11255	D006262	species	78345	520083	0.006207159	-0.075004432	7.74e-65	-0.4423867	56	1143	131	11155	4.171478785	3e-15	2.975981354	5.783490919	Bifidobacterium merycicum	Lactobacillus sp. KLDS 1.0716
11256	D006262	species	78345	572010	0.000753762	-0.094573462	1.01e-34	-0.335704652	55	1144	67	11219	8.047675272	1.2799999999999999e-24	5.498560947	11.73548951	Bifidobacterium merycicum	Slackia isoflavoniconvertens
11257	D006262	species	78345	691816	0.005508119	-0.077003427	2.61e-60	-0.432534452	26	1173	99	11187	2.504427277	0.000162041	1.55344305	3.908552371	Bifidobacterium merycicum	Bacteroides rodentium
11258	D006262	species	78345	871324	0.000520366	-0.095418503	3.75e-77	-0.480535538	36	1163	120	11166	2.879891681	6.03e-07	1.917124649	4.234242729	Bifidobacterium merycicum	Bacteroides stercorirosoris
11259	D006262	species	78345	1078480	0.001768532	-0.086371083	1.64e-63	-0.441480346	28	1171	109	11177	2.451635693	0.000104523	1.550759724	3.760942509	Bifidobacterium merycicum	Haemophilus sputorum
11260	D006262	species	78345	1124188	0.011597252	-0.071748449	7.6e-22	-0.268346013	15	1184	38	11248	3.749197353	9.33e-05	1.910048008	7.002216474	Bifidobacterium merycicum	Flavobacterium fontis
11261	D006262	species	78345	1465754	1.26e-05	-0.090629447	0.0	-0.733302593	164	1035	1115	10171	1.445362935	7.28e-05	1.204557787	1.726362454	Bifidobacterium merycicum	Alistipes timonensis
11262	D006262	species	78345	1590651	7.74e-05	-0.108198222	2.5799999999999998e-74	-0.470937974	81	1118	130	11156	6.215606823	9.479999999999999e-30	4.617561667	8.325198075	Bifidobacterium merycicum	Paenibacillus sp. VKM B-2647
11519	D006262	species	84109	88431	2.14e-05	-0.077657376	1.6e-36	-0.227957924	58	109	2821	9497	1.791258315	0.000573891	1.275832122	2.492957044	Slackia exigua	Dorea longicatena
11520	D006262	species	84109	114527	2.04e-08	-0.309452523	4.54e-71	-0.79885368	8	159	148	12170	4.136272891	0.00117601	1.723523349	8.563247999	Slackia exigua	Mogibacterium diversum
11521	D006262	species	84109	114528	1.15e-06	-0.326832559	1.6e-28	-0.665805042	4	163	45	12273	6.68999647	0.004096365	1.72729953	18.66300656	Slackia exigua	Mogibacterium neglectum
11522	D006262	species	84109	118748	0.001440956	-0.199686648	6.330000000000001e-47	-0.750786827	7	160	85	12233	6.293911158	0.000227946	2.417881703	13.83791222	Slackia exigua	Bulleidia extructa
11523	D006262	species	84109	133926	0.048127791	-0.111267602	7.22e-28	-0.563425622	46	121	149	12169	30.99789592	2.19e-45	20.77616647	45.6945436	Slackia exigua	Olsenella uli
11524	D006262	species	84109	138595	0.004019745	-0.198662158	2.31e-26	-0.65005504	7	160	41	12277	13.09116605	3.14e-06	4.880584368	30.0530312	Slackia exigua	Olsenella profusa
11525	D006262	species	84109	147207	0.001254408	-0.136610495	3.4e-78	-0.685322343	31	136	388	11930	7.004978414	5.08e-15	4.522783268	10.56894152	Slackia exigua	Collinsella intestinalis
11526	D006262	species	84109	165179	1.05e-06	-0.077021491	2.28e-15	-0.124727708	109	58	3841	8477	4.147559735	3.34e-19	2.98130107	5.820480093	Slackia exigua	Prevotella copri
11527	D006262	species	84109	169435	0.006590795	-0.048056046	2.33e-18	-0.153763118	94	73	3028	9290	3.949915788	6.06e-18	2.870127994	5.455104289	Slackia exigua	Anaerotruncus colihominis
11528	D006262	species	84109	179995	0.000826101	-0.218067474	5.57e-41	-0.736859302	7	160	65	12253	8.243012182	4.79e-05	3.138955327	18.35216064	Slackia exigua	Anaerobiospirillum thomasii
11529	D006262	species	84109	185293	6.77e-05	-0.188972177	1.82e-82	-0.756047918	13	154	272	12046	3.737973855	0.000117946	1.921284264	6.689851755	Slackia exigua	Prevotella oryzae
11530	D006262	species	84109	185294	0.002987699	-0.145755781	5.72e-84	-0.775089751	16	151	246	12072	5.198065953	4.4e-07	2.852731099	8.885650923	Slackia exigua	Prevotella paludivivens
11531	D006262	species	84109	187327	0.041790334	-0.042927878	2.24e-12	-0.147269329	94	73	2082	10236	6.329365274	4.5699999999999995e-30	4.594093418	8.749642527	Slackia exigua	Acidaminococcus intestini
11532	D006262	species	84109	189722	2.48e-05	-0.235924673	5.489999999999999e-82	-0.83313107	6	161	146	12172	3.106404424	0.016374504	1.105324087	7.074271779	Slackia exigua	Prevotella marshii
11533	D006262	species	84109	216816	0.032410403	-0.029286996	2.03e-27	-0.147732473	95	72	5169	7149	1.824730032	0.000138881	1.326268675	2.519804045	Slackia exigua	Bifidobacterium longum
11534	D006262	species	84109	216940	3.72e-08	-0.345358123	1.16e-47	-0.765478831	5	162	74	12244	5.104695195	0.00409725	1.589268909	12.7001343	Slackia exigua	Spiroplasma lampyridicola
11535	D006262	species	84109	228603	0.002799848	-0.119367196	1.93e-87	-0.684115341	19	148	458	11860	3.323803048	2.07e-05	1.928172772	5.436758209	Slackia exigua	Prevotella shahii
11536	D006262	species	84109	237258	0.003047345	-0.2079951	3.4e-22	-0.613777273	4	163	34	12284	8.861020496	0.001599036	2.25827527	25.26761685	Slackia exigua	Cloacibacterium normanense
11537	D006262	species	84109	246618	3.01e-05	-0.266950541	2.1e-43	-0.74512986	5	162	71	12247	5.322139294	0.003467826	1.654816872	13.26139978	Slackia exigua	Bifidobacterium thermacidophilum
11538	D006262	species	84109	255723	0.000514237	-0.223922732	6.05e-33	-0.675557576	11	156	70	12248	12.33095378	9.52e-09	5.771641165	24.03047631	Slackia exigua	Slackia faecicanis
11539	D006262	species	84109	261299	0.017438732	-0.043365328	6.03e-15	-0.14168889	100	67	2838	9480	4.984817112	5.54e-24	3.611126806	6.91857167	Slackia exigua	Intestinibacter bartlettii
11540	D006262	species	84109	301301	0.009062146	-0.034691611	3.06e-16	-0.108332799	113	54	5491	6827	2.601548813	3.74e-09	1.861107506	3.675351129	Slackia exigua	Roseburia hominis
11541	D006262	species	84109	310298	6.32e-09	-0.105194973	5.63e-70	-0.313064987	58	109	2867	9451	1.753997266	0.000872007	1.24929401	2.440974036	Slackia exigua	Bacteroides coprocola
11542	D006262	species	84109	341225	0.001150455	-0.083637251	5.1000000000000004e-36	-0.314699282	64	103	1341	10977	5.085163802	5.72e-20	3.643305725	7.053249631	Slackia exigua	[Clostridium] saccharogumia
11543	D006262	species	84109	341694	0.027160524	-0.155843797	3.3200000000000002e-21	-0.601991187	3	164	34	12284	6.606241918	0.013089905	1.285424334	21.3359194	Slackia exigua	Peptostreptococcus stomatis
11544	D006262	species	84109	349096	8.71e-05	-0.163469794	1.36e-61	-0.618606653	34	133	404	11914	7.537138998	4.57e-17	4.945817715	11.21728728	Slackia exigua	Pectinatus haikarae
11545	D006262	species	84109	356829	7.66e-05	-0.20016933	7.639999999999999e-74	-0.760570924	13	154	218	12100	4.684504651	1.34e-05	2.400600214	8.416283592	Slackia exigua	Bifidobacterium tsurumiense
11546	D006262	species	84109	397865	7.71e-05	-0.075862392	4.72e-35	-0.234089102	93	74	2543	9775	4.830008713	8.069999999999999e-23	3.509291365	6.668447449	Slackia exigua	Barnesiella viscericola
11547	D006262	species	84109	454154	4.16e-06	-0.088115489	1.62e-49	-0.278106978	55	112	2554	9764	1.877197728	0.000247279	1.329937423	2.623250057	Slackia exigua	Paraprevotella clara
11548	D006262	species	84109	471511	1.68e-06	-0.321223781	2.2999999999999997e-24	-0.623779072	6	161	46	12272	9.936917322	6.4e-05	3.419295483	23.79853517	Slackia exigua	Bifidobacterium bombi
11549	D006262	species	84109	502558	4.88e-09	-0.234087888	2.68e-68	-0.628255183	28	139	443	11875	5.398033606	2.51e-11	3.423464224	8.251357323	Slackia exigua	Eggerthella sp. YY7918
11550	D006262	species	84109	536633	0.024195903	-0.040224167	4.93e-17	-0.148920128	116	51	2973	9345	7.148040805	2.18e-34	5.084957091	10.16995155	Slackia exigua	Blautia glucerasea
11551	D006262	species	84109	574375	1.21e-06	-0.192867274	1.93e-60	-0.592669818	36	131	457	11861	7.12967709	3.38e-17	4.730666263	10.51865738	Slackia exigua	Bacillus gaemokensis
11552	D006262	species	84109	589436	1.23e-08	-0.232536619	9.63e-92	-0.712020599	19	148	419	11899	3.64479393	6.2e-06	2.112853881	5.967412753	Slackia exigua	Prevotella fusca
11553	D006262	species	84109	626932	1.58e-05	-0.097158601	9.03e-46	-0.31235041	50	117	1800	10518	2.496901572	4.78e-07	1.749073292	3.520173909	Slackia exigua	Alistipes indistinctus
11554	D006262	species	84109	626935	9.12e-06	-0.247099379	6.02e-48	-0.701397387	26	141	148	12170	15.15174028	3.1e-20	9.274986449	23.98735216	Slackia exigua	Collinsella tanakaei
11555	D006262	species	84109	626937	4.12e-07	-0.130196656	1.5800000000000002e-64	-0.417825204	37	130	1335	10983	2.341296652	2.73e-05	1.572038435	3.413324556	Slackia exigua	Christensenella minuta
11556	D006262	species	84109	633701	8.32e-06	-0.162038509	3.57e-96	-0.663423402	21	146	582	11736	2.900029113	5.42e-05	1.729335856	4.642288853	Slackia exigua	Prevotella saccharolytica
11557	D006262	species	84109	650643	5.08e-05	-0.182529127	3.84e-96	-0.768591224	11	156	320	11998	2.643454716	0.004938991	1.279971322	4.925828233	Slackia exigua	Alistipes sp. RMA 9912
11558	D006262	species	84109	762210	0.000596691	-0.083699634	5.1e-39	-0.31117418	79	88	1512	10806	6.415127887	4.1e-28	4.649474402	8.838368016	Slackia exigua	Bifidobacterium saguini
11559	D006262	species	84109	762211	4.86e-07	-0.282901241	5.03e-63	-0.776853441	7	160	139	12179	3.832561125	0.003461749	1.488973772	8.291351334	Slackia exigua	Bifidobacterium stellenboschense
11560	D006262	species	84109	1161942	6.7e-05	-0.100921287	1.2400000000000001e-56	-0.386707091	48	119	1388	10930	3.175772361	9.1e-10	2.21180025	4.499356387	Slackia exigua	Ruminococcus champanellensis
11561	D006262	species	84109	1671366	8.72e-07	-0.201352748	1.18e-88	-0.703029166	12	155	420	11898	2.192993152	0.015969783	1.100134352	3.982702214	Slackia exigua	Ruminococcus sp. DSM 100440
11562	D006262	species	84109	1755610	1.91e-10	-0.358658048	3.33e-64	-0.788396052	7	160	130	12188	4.101156469	0.002426108	1.591237792	8.886940162	Slackia exigua	Alistipes sp. MC_19
11612	D006262	species	85831	103621	0.036996136	-0.107470085	4.16e-25	-0.49878041	6	326	45	12108	4.951397974	0.002220945	1.713769709	11.75032095	Bacteroides acidifaciens	Actinomyces urogenitalis
11613	D006262	species	85831	114527	0.000912429	-0.153288915	1.12e-63	-0.677182725	23	309	133	12020	6.72419187	2.17e-11	4.061860399	10.70395133	Bacteroides acidifaciens	Mogibacterium diversum
11614	D006262	species	85831	114528	0.020049194	-0.120533486	4.290000000000001e-21	-0.462280143	9	323	40	12113	8.434011707	4.8e-06	3.567648458	17.84889515	Bacteroides acidifaciens	Mogibacterium neglectum
11615	D006262	species	85831	114702	0.003108154	-0.144126461	6.210000000000001e-36	-0.559830173	22	310	87	12066	9.836734374	8.27e-14	5.786284625	16.10138769	Bacteroides acidifaciens	Actinomyces lingnae
11616	D006262	species	85831	137732	0.001208634	-0.140897558	5.92e-97	-0.752574098	16	316	193	11960	3.137133837	0.000147379	1.736491254	5.306050403	Bacteroides acidifaciens	Granulicatella elegans
11617	D006262	species	85831	143393	3.91e-05	-0.158897977	6.89e-126	-0.759780778	34	298	332	11821	4.061517244	1.9e-10	2.715259851	5.9143521	Bacteroides acidifaciens	[Eubacterium] sulci
11618	D006262	species	85831	169435	0.014628503	-0.04226083	5.59e-78	-0.315425168	117	215	3005	9148	1.656568295	2.71e-05	1.30601301	2.092861867	Bacteroides acidifaciens	Anaerotruncus colihominis
11619	D006262	species	85831	216945	2.08e-06	-0.162896895	8.56e-178	-0.786791199	27	305	508	11645	2.029113057	0.001359137	1.302384971	3.047128252	Bacteroides acidifaciens	Spiroplasma syrphidicola
11620	D006262	species	85831	253239	0.012774117	-0.113580814	2.4899999999999998e-89	-0.754123075	9	323	148	12005	2.260095725	0.038579682	1.004252302	4.461482838	Bacteroides acidifaciens	Ethanoligenens harbinense
11621	D006262	species	85831	264027	0.02172819	-0.116046638	2.49e-30	-0.534974265	7	325	59	12094	4.413366049	0.001789687	1.687658563	9.776969709	Bacteroides acidifaciens	Algoriphagus marincola
11622	D006262	species	85831	288965	3.32e-06	-0.119219305	3.26e-131	-0.570233792	57	275	1181	10972	1.925588559	3.5e-05	1.412369753	2.587051493	Bacteroides acidifaciens	[Clostridium] clariflavum
11623	D006262	species	85831	308994	0.007149428	-0.098737512	2.49e-101	-0.679118575	70	262	409	11744	7.669595179	7.22e-33	5.699921389	10.21937075	Bacteroides acidifaciens	Dialister propionicifaciens
11624	D006262	species	85831	310298	0.008288513	-0.047633043	1.12e-20	-0.167128356	186	146	2739	9414	4.37800512	2.21e-38	3.490412731	5.499147049	Bacteroides acidifaciens	Bacteroides coprocola
11625	D006262	species	85831	328813	0.001744195	-0.042097495	2.6e-78	-0.248080747	190	142	5196	6957	1.79138275	2.02e-07	1.429269243	2.249454373	Bacteroides acidifaciens	Alistipes onderdonkii
11626	D006262	species	85831	387090	1.74e-05	-0.133953809	1.17e-149	-0.697263309	74	258	690	11463	4.763372304	3.6499999999999994e-23	3.586530993	6.267963406	Bacteroides acidifaciens	Bacteroides coprophilus
11627	D006262	species	85831	395922	0.002063631	-0.149929653	7.17e-52	-0.650416724	15	317	88	12065	6.485037778	8.43e-08	3.442973778	11.44562889	Bacteroides acidifaciens	Coraliomargarita akajimensis
11628	D006262	species	85831	397865	0.000591026	-0.064071602	2.72e-131	-0.432557067	96	236	2540	9613	1.539456112	0.000634074	1.196418718	1.968106187	Bacteroides acidifaciens	Barnesiella viscericola
11629	D006262	species	85831	419005	0.020907663	-0.119882729	1.6700000000000001e-22	-0.477283441	8	324	39	12114	7.667334555	2.92e-05	3.069293984	16.81447555	Bacteroides acidifaciens	Prevotella amnii
11630	D006262	species	85831	437898	0.000191257	-0.103321887	1.27e-166	-0.664996422	44	288	967	11186	1.767189417	0.001036498	1.247793015	2.452143403	Bacteroides acidifaciens	Sutterella parvirubra
11631	D006262	species	85831	454154	0.004947118	-0.053251172	3.33e-79	-0.346182881	157	175	2452	9701	3.548950435	1.4700000000000002e-27	2.829460222	4.44883851	Bacteroides acidifaciens	Paraprevotella clara
11632	D006262	species	85831	504487	0.0156578	-0.119440329	2.0200000000000002e-35	-0.561959919	20	312	77	12076	10.04474389	7.51e-13	5.742359748	16.85672321	Bacteroides acidifaciens	Jejuia pallidilutea
11633	D006262	species	85831	572010	0.001452823	-0.151343946	3.1800000000000004e-64	-0.692982037	14	318	108	12045	4.909151517	4.31e-06	2.567800437	8.716260566	Bacteroides acidifaciens	Slackia isoflavoniconvertens
11634	D006262	species	85831	626937	0.000114684	-0.096102161	1.67e-110	-0.517077519	98	234	1274	10879	3.575699988	6.310000000000001e-21	2.774939053	4.580502955	Bacteroides acidifaciens	Christensenella minuta
11635	D006262	species	85831	652716	0.044519398	-0.104945914	4.45e-16	-0.407040778	10	322	35	12118	10.74473269	2.15e-07	4.703444396	22.41270405	Bacteroides acidifaciens	Prevotella sp. oral taxon 299
11636	D006262	species	85831	691816	0.047186304	-0.095433038	1.0400000000000001e-47	-0.621935061	24	308	101	12052	9.293331835	1.93e-14	5.610723434	14.86666835	Bacteroides acidifaciens	Bacteroides rodentium
11637	D006262	species	85831	762212	0.010234115	-0.064502557	1.15e-161	-0.609380775	50	282	1252	10901	1.543700157	0.007999591	1.112654321	2.104719779	Bacteroides acidifaciens	Bifidobacterium biavatii
11638	D006262	species	85831	871324	0.015095058	-0.113617681	4.93e-60	-0.666582346	31	301	125	12028	9.9029881	8.89e-19	6.350465199	15.05305139	Bacteroides acidifaciens	Bacteroides stercorirosoris
11639	D006262	species	85831	1078480	0.005519669	-0.13090891	7.89e-55	-0.648587413	21	311	116	12037	7.003119608	7.79e-11	4.120951087	11.39749536	Bacteroides acidifaciens	Haemophilus sputorum
11640	D006262	species	85831	1161942	0.00163863	-0.0761391	3.37e-143	-0.562648051	60	272	1376	10777	1.727578338	0.000326992	1.276512137	2.306481513	Bacteroides acidifaciens	Ruminococcus champanellensis
11706	D006262	species	89014	100176	6.78e-05	-0.110941491	7.22e-24	-0.275922687	56	1180	48	11201	11.06997444	1.9200000000000002e-29	7.356608658	16.72012814	Blautia luti	Papillibacter cinnamivorans
11707	D006262	species	89014	102148	0.016058804	-0.067230787	1.01e-22	-0.269211654	13	1223	46	11203	2.588486645	0.006493709	1.279262833	4.889399478	Blautia luti	Solobacterium moorei
11708	D006262	species	89014	114527	0.000184679	-0.102011203	3.99e-40	-0.351079198	53	1183	103	11146	4.847097326	1.5e-16	3.393278079	6.855576632	Blautia luti	Mogibacterium diversum
11709	D006262	species	89014	114528	0.008794573	-0.073606096	7.65e-12	-0.19079773	19	1217	30	11219	5.836751121	7.48e-08	3.094460433	10.75611917	Blautia luti	Mogibacterium neglectum
11710	D006262	species	89014	158847	7.64e-05	-0.096434614	5.68e-192	-0.637535486	155	1081	441	10808	3.513544146	3.2500000000000003e-31	2.876381896	4.275824385	Blautia luti	Megamonas hypermegale
11711	D006262	species	89014	169435	3.74e-06	-0.075617206	7.169999999999999e-134	-0.387302092	625	611	2497	8752	3.585146293	3.14e-93	3.173725298	4.049871915	Blautia luti	Anaerotruncus colihominis
11712	D006262	species	89014	197614	0.000148448	-0.099670561	2.01e-112	-0.544848622	53	1183	208	11041	2.377815718	3.05e-07	1.714083679	3.250204444	Blautia luti	Streptococcus pasteurianus
11713	D006262	species	89014	204516	1.63e-14	-0.111920338	2.89e-190	-0.411114429	783	453	3442	7807	3.91996897	8.85e-111	3.463027114	4.440778354	Blautia luti	Bacteroides massiliensis
11714	D006262	species	89014	214856	1.09e-06	-0.073024222	1.3600000000000002e-259	-0.483702213	460	776	3211	8038	1.483847157	4.69e-10	1.309853515	1.679593893	Blautia luti	Alistipes finegoldii
11715	D006262	species	89014	216945	0.000536425	-0.092505962	2.69e-18	-0.23046212	374	862	161	11088	29.8811367	7.74e-266	24.42952814	36.59174648	Blautia luti	Spiroplasma syrphidicola
11716	D006262	species	89014	218538	7.290000000000001e-21	-0.12934196	3e-298	-0.479913616	612	624	3970	7279	1.79821705	3.39e-22	1.595078397	2.027033133	Blautia luti	Dialister invisus
11717	D006262	species	89014	228604	0.013543022	-0.065535099	1.99e-99	-0.520695092	52	1184	183	11066	2.65547875	2.51e-08	1.901380267	3.655014329	Blautia luti	Prevotella salivae
11718	D006262	species	89014	239935	1.08e-10	-0.091543811	8.66e-191	-0.400965762	588	648	3719	7530	1.837235156	1.7599999999999997e-23	1.629035357	2.071554101	Blautia luti	Akkermansia muciniphila
