#cooccurred genus in D006262: Health; The state of the organism when it functions optimally without evidence of disease.																	
#in total 12485 valid runs were included in GMrepo.																	
#please consult our web site for more details.																	
phenotype	taxonomy rank level	NCBI taxon id 1	NCBI taxon id 2	pvalue Pearson	correlation coefficient Pearson	pvalue Spearman	correlation coefficient Spearman	nr. co-occurred samples	nr. samples of taxon1 only	nr. samples of taxon2 only	nr. samples of none	Odds ratio (OR) Fisher test	pvalue Fisher test	OR confidence lower	OR confidence upper	scientific name taxon1	scientific name taxon2
D006262	genus	84108	762551	1.42E-06	-0.21711838	5.62E-57	-0.6393383	8	387	89	12001	2.787055568	0.0116755	1.159001531	5.788152468	Slackia	Jejuia
D006262	genus	84108	990721	1.32E-07	-0.130329578	4.55E-92	-0.474386422	140	255	1232	10858	4.837715327	2.32E-39	3.874497187	6.021035351	Slackia	Christensenella
D006262	genus	84108	1279388	3.05E-05	-0.144279655	1.23E-107	-0.666608037	65	330	434	11656	5.288610128	4.48E-23	3.922371871	7.049615375	Slackia	Kandleria
D006262	genus	84108	1505657	6.01E-08	-0.107028363	2.29E-96	-0.395669181	134	261	2156	9934	2.365387255	5.28E-14	1.896042414	2.940357264	Slackia	Intestinibacter
D006262	genus	84108	1505663	0.003032819	-0.046083541	2.49E-53	-0.235729917	207	188	3741	8349	2.457122295	4.35E-18	1.999168309	3.021303115	Slackia	Erysipelatoclostridium
D006262	genus	84108	1506553	3.40E-05	-0.055120666	4.06E-28	-0.145547971	300	95	5253	6837	4.109689031	4.61E-38	3.242825394	5.24777999	Slackia	Lachnoclostridium
D006262	genus	84111	100175	7.99E-05	-0.093646625	3.34E-31	-0.271225654	31	1665	73	10716	2.732805645	1.64E-05	1.729038837	4.228996166	Eggerthella	Papillibacter
D006262	genus	84111	102106	0.004569619	0.037726562	2.52E-39	-0.173280159	939	757	3953	6836	2.144974692	1.45E-47	1.931763016	2.382373123	Eggerthella	Collinsella
D006262	genus	84111	133925	0.011011567	-0.058191494	7.15E-107	-0.472831142	52	1644	212	10577	1.578001291	0.004795507	1.136808261	2.156720316	Eggerthella	Olsenella
D006262	genus	84111	162289	0.000864423	-0.072538656	1.24E-202	-0.595852347	95	1601	410	10379	1.502057663	0.000877234	1.181298023	1.89456678	Eggerthella	Peptoniphilus
D006262	genus	84111	184869	0.005372045	-0.066218401	1.06E-32	-0.277980299	31	1665	70	10719	2.85070679	6.69E-06	1.798833764	4.425819711	Eggerthella	Varibaculum
D006262	genus	84111	239759	1.89E-14	-0.078260951	3.14E-125	-0.240055687	1318	378	7852	2937	1.304214399	1.55E-05	1.153162068	1.477414533	Eggerthella	Alistipes
D006262	genus	84111	239934	0.000413939	-0.048673885	1.98E-207	-0.405560412	744	952	3563	7226	1.584951066	8.12E-18	1.426289299	1.760870595	Eggerthella	Akkermansia
D006262	genus	84111	241189	0.003829594	-0.066719292	2.63E-91	-0.443554471	47	1649	181	10608	1.670357696	0.003224017	1.180033365	2.324298803	Eggerthella	Hespellia
D006262	genus	84111	246875	0.00164971	-0.075368042	9.83E-23	-0.232145089	21	1675	45	10744	2.992980617	0.000171288	1.689035782	5.144792019	Eggerthella	Algoriphagus
D006262	genus	84111	574697	1.79E-22	-0.193236624	0	-0.716006014	151	1545	806	9983	1.210507112	0.043971786	1.002340533	1.454559066	Eggerthella	Butyricimonas
D006262	genus	84111	577310	5.82E-12	-0.10242437	0	-0.575572044	555	1141	2800	7989	1.387808863	8.79E-09	1.240594205	1.551301897	Eggerthella	Parasutterella
D006262	genus	84111	698776	0.004847679	-0.065842017	3.29E-65	-0.38365991	33	1663	133	10656	1.589801935	0.022069666	1.047683465	2.351580413	Eggerthella	Cellulosilyticum
D006262	genus	84111	990721	1.94E-12	-0.132917465	0	-0.666419363	286	1410	1086	9703	1.812073691	3.71E-15	1.566893292	2.091367518	Eggerthella	Christensenella
D006262	genus	84111	1508657	0.001666955	-0.039875105	2.40E-35	-0.156450372	1145	551	4518	6271	2.884083208	6.75E-87	2.584506149	3.221105047	Eggerthella	Ruminiclostridium
D006262	genus	84111	1573534	0.022025623	-0.054077463	1.09E-43	-0.318978583	52	1644	97	10692	3.48605221	2.85E-11	2.429556191	4.953580115	Eggerthella	Faecalitalea
D006262	genus	84567	178440	0.004067766	-0.4200735	5.24E-12	-0.82052832	2	25	18	12440	55.10481309	0.000835437	5.89633195	250.4805694	Pedobacter	Opitutus
D006262	genus	84567	195950	0.029458663	-0.233569653	5.84E-18	-0.765569811	2	25	60	12398	16.5120923	0.007862922	1.85493003	68.80094546	Pedobacter	Tannerella
D006262	genus	84567	256846	0.001404583	-0.439545408	3.73E-13	-0.818821066	2	25	23	12435	43.11946237	0.001310347	4.685171162	191.0119439	Pedobacter	Lentisphaera
D006262	genus	84567	648800	0.000447503	-0.419956772	3.86E-16	-0.804843313	3	24	39	12419	39.70351773	9.79E-05	7.353823822	139.3217628	Pedobacter	Solibacillus
D006262	genus	84567	886360	0.037903061	-0.291563627	4.35E-08	-0.678939394	3	24	24	12434	64.49654413	2.55E-05	11.66546351	234.5054876	Pedobacter	Rudaea
D006262	genus	86331	100175	1.42E-09	-0.326306435	3.17E-57	-0.736191567	7	224	97	12157	3.915750381	0.003150923	1.516323109	8.513999076	Mogibacterium	Papillibacter
D006262	genus	86331	102106	0.001502662	0.044842291	1.65E-22	-0.137314777	115	116	4777	7477	1.551608388	0.001058571	1.185164518	2.031214128	Mogibacterium	Collinsella
D006262	genus	86331	117563	0.004559063	-0.129808074	3.03E-44	-0.58060121	42	189	245	12009	10.88610133	4.33E-26	7.422055923	15.69242744	Mogibacterium	Granulicatella
D006262	genus	86331	133925	0.000171526	-0.173771524	3.77E-73	-0.713214723	32	199	232	12022	8.328873877	1.68E-17	5.423716672	12.45678986	Mogibacterium	Olsenella
D006262	genus	86331	189330	5.25E-05	-0.052158052	1.59E-45	-0.181235757	132	99	5776	6478	1.495321703	0.002719857	1.140657327	1.965546765	Mogibacterium	Dorea
D006262	genus	86331	195950	0.001614115	-0.185329721	4.27E-34	-0.637192412	6	225	56	12198	5.806519842	0.000973288	2.023217069	13.64456577	Mogibacterium	Tannerella
D006262	genus	86331	241189	0.001780282	-0.147230988	1.84E-110	-0.820657197	11	220	217	12037	2.773109621	0.003474417	1.344278634	5.159091026	Mogibacterium	Hespellia
D006262	genus	86331	256846	0.000397456	-0.221435205	6.38E-15	-0.464973837	4	227	21	12233	10.26019966	0.001063991	2.539696395	30.74399841	Mogibacterium	Lentisphaera
D006262	genus	86331	416916	0.000219458	-0.213936505	7.13E-27	-0.571337444	14	217	63	12191	12.47239137	1.11E-10	6.353412248	22.94177255	Mogibacterium	Aggregatibacter
D006262	genus	86331	423604	0.009156147	-0.160729977	4.12E-23	-0.560880773	3	228	31	12223	5.186078029	0.024541019	1.007364393	16.80976042	Mogibacterium	Elusimicrobium
D006262	genus	86331	442430	1.81E-07	-0.284127594	1.60E-57	-0.7389873	8	223	95	12159	4.590453249	0.000639192	1.902868873	9.5717933	Mogibacterium	Coraliomargarita
D006262	genus	86331	459786	0.020317591	-0.027019787	7.04E-12	-0.079731302	167	64	7144	5110	1.866351507	1.44E-05	1.387776353	2.536012633	Mogibacterium	Oscillibacter
D006262	genus	86331	543311	0.035150175	-0.126637415	2.10E-26	-0.580998572	5	226	46	12208	5.869380758	0.00243982	1.803077698	14.90803389	Mogibacterium	Parvimonas
D006262	genus	86331	574697	5.20E-09	-0.172407326	1.92E-82	-0.528288341	55	176	902	11352	3.932602767	1.55E-14	2.828622932	5.39572614	Mogibacterium	Butyricimonas
D006262	genus	86331	577309	1.74E-08	-0.101072908	5.82E-78	-0.326789775	89	142	2865	9389	2.053907367	4.19E-07	1.552440617	2.705318442	Mogibacterium	Paraprevotella
D006262	genus	86331	698776	0.001156875	-0.165427069	2.32E-76	-0.77002348	14	217	152	12102	5.134952001	2.43E-06	2.697463127	9.069298787	Mogibacterium	Cellulosilyticum
D006262	genus	86331	762551	0.001748408	-0.178802292	9.03E-27	-0.562567092	24	207	73	12181	19.32637265	8.22E-21	11.41224582	31.72654253	Mogibacterium	Jejuia
D006262	genus	86331	990721	0.002536611	-0.077305552	1.33E-44	-0.348027205	80	151	1292	10962	4.494399551	4.76E-22	3.362195401	5.971106432	Mogibacterium	Christensenella
D006262	genus	86331	1164882	0.020791078	-0.148243334	0.003649787	-0.18581194	38	193	12	12242	199.536964	6.08E-57	100.7511614	432.2610608	Mogibacterium	Lachnoanaerobaculum
D006262	genus	86331	1279388	0.005423773	-0.106450246	9.58E-66	-0.592407718	49	182	450	11804	7.059751771	1.76E-22	4.971066073	9.877216604	Mogibacterium	Kandleria
D006262	genus	86331	1291539	0.018639545	-0.149010375	1.72E-11	-0.409565155	5	226	18	12236	15.03014291	5.32E-05	4.322848411	42.47278532	Mogibacterium	Candidatus Methanomethylophilus
D006262	genus	86331	1505657	5.81E-07	-0.100510811	2.46E-76	-0.360252557	59	172	2231	10023	1.541004881	0.005897389	1.122372034	2.090727807	Mogibacterium	Intestinibacter
D006262	genus	86331	1506553	4.85E-05	-0.054089223	2.98E-33	-0.159051447	148	83	5405	6849	2.2593833	1.78E-09	1.711112759	3.00028186	Mogibacterium	Lachnoclostridium
D006262	genus	86331	1573534	0.000110582	-0.199108362	7.10E-81	-0.79075708	8	223	141	12113	3.081367134	0.006500077	1.288932782	6.344888107	Mogibacterium	Faecalitalea
D006262	genus	100175	102106	0.014924633	-0.03466673	1.14E-10	-0.091643845	66	38	4826	7555	2.718773179	7.84E-07	1.793912771	4.173178293	Papillibacter	Collinsella
D006262	genus	100175	172900	0.000497559	-0.20640162	1.71E-45	-0.716243799	8	96	177	12204	5.743747469	0.000153096	2.374433011	12.0232007	Papillibacter	Victivallis
D006262	genus	100175	204475	0.011541662	-0.180092645	7.43E-43	-0.788697008	7	97	92	12289	9.635431138	1.80E-05	3.672484633	21.40571768	Papillibacter	Gemmiger
D006262	genus	100175	241189	0.001917422	-0.17281751	1.02E-50	-0.711801697	12	92	216	12165	7.344010555	4.05E-07	3.606367919	13.7116908	Papillibacter	Hespellia
D006262	genus	100175	244127	0.004779253	0.047540417	0.004420715	0.047959823	92	12	3417	8964	20.10972796	3.09E-38	10.960105	40.42688764	Papillibacter	Anaerotruncus
D006262	genus	100175	246875	1.12E-10	-0.476539523	3.74E-35	-0.782474791	6	98	60	12321	12.56218869	1.75E-05	4.332940872	29.93262445	Papillibacter	Algoriphagus
D006262	genus	100175	253238	2.04E-05	-0.275188031	1.24E-33	-0.685124676	28	76	129	12252	34.93250719	4.05E-30	21.05597978	56.65020969	Papillibacter	Ethanoligenens
D006262	genus	100175	256846	4.50E-07	-0.430088883	6.04E-14	-0.603349165	2	102	23	12358	10.52674966	0.018199846	1.187844135	43.54673561	Papillibacter	Lentisphaera
D006262	genus	100175	375288	0.028462957	-0.022477721	0.017989657	-0.024272532	101	3	9396	2985	10.6945313	4.44E-09	3.552325196	52.78766937	Papillibacter	Parabacteroides
D006262	genus	100175	420345	5.42E-08	-0.458085534	3.56E-17	-0.657278846	3	101	24	12357	15.27965267	0.001420177	2.899172344	51.46258944	Papillibacter	Lactonifactor
D006262	genus	100175	442430	5.80E-05	-0.286681947	1.54E-20	-0.606083151	16	88	87	12294	25.64572485	2.02E-16	13.48996123	46.27220367	Papillibacter	Coraliomargarita
D006262	genus	100175	508459	0.000261438	-0.310458773	7.53E-15	-0.60704147	5	99	30	12351	20.76755658	9.69E-06	6.162719702	55.63263046	Papillibacter	Cloacibacillus
D006262	genus	100175	577310	0.000116738	-0.065873864	1.19E-34	-0.20785187	43	61	3312	9069	1.930211628	0.001691311	1.272456521	2.904967699	Papillibacter	Parasutterella
D006262	genus	100175	644652	3.94E-05	-0.221636808	8.12E-61	-0.744083514	6	98	234	12147	3.177612537	0.015066825	1.12700083	7.271878992	Papillibacter	Gordonibacter
D006262	genus	100175	762551	2.23E-08	-0.387303024	2.71E-39	-0.768570563	6	98	91	12290	8.265279307	0.00015469	2.886607335	19.33415184	Papillibacter	Jejuia
D006262	genus	100175	1236988	0.000429299	-0.277707647	8.86E-30	-0.751353367	5	99	53	12328	11.73865391	0.000117518	3.585185207	30.05201149	Papillibacter	Geofilum
D006262	genus	100175	1506553	0.000377999	-0.047548732	5.33E-22	-0.128498129	71	33	5482	6899	2.707439685	1.28E-06	1.764689421	4.231604349	Papillibacter	Lachnoclostridium
D006262	genus	100175	1573535	3.47E-05	-0.104780962	6.00E-24	-0.25198342	39	65	1451	10930	4.518979793	1.53E-11	2.945871168	6.852903964	Papillibacter	Holdemanella
D006262	genus	100883	292632	0.005592441	-0.041353168	3.79E-153	-0.378844029	285	316	3887	7997	1.855518302	3.49E-13	1.56797101	2.194890352	Coprobacillus	Subdoligranulum
D006262	genus	102106	158846	4.74E-06	-0.063525763	2.38E-79	-0.257661997	410	4482	289	7304	2.311789325	1.52E-26	1.974476659	2.709522447	Collinsella	Megamonas
D006262	genus	102106	160795	0.007674747	-0.038024237	7.45E-10	-0.08766504	29	4863	23	7570	1.96266638	0.015628769	1.094997275	3.556565736	Collinsella	Ureibacillus
D006262	genus	102106	166484	0.001844839	0.044422667	0.036678859	0.02981192	62	4830	20	7573	4.859904126	2.48E-11	2.891118914	8.505834229	Collinsella	Caminicella
D006262	genus	102106	246875	0.012336124	-0.035676896	4.55E-11	-0.093704838	39	4853	27	7566	2.251812569	0.0013808	1.341804916	3.830824672	Collinsella	Algoriphagus
D006262	genus	102106	447020	0.024629267	-0.031525351	1.37E-24	-0.142900688	333	4559	189	7404	2.86115922	7.00E-31	2.376972081	3.452143202	Collinsella	Adlercreutzia
D006262	genus	102106	572511	7.58E-13	0.069377445	2.09E-33	0.116307361	4628	264	5761	1832	5.573535609	2.82E-187	4.866820361	6.401695681	Collinsella	Blautia
D006262	genus	102106	644652	0.023414124	0.032228976	0.00029691	0.051423497	186	4706	54	7539	5.517245314	4.74E-34	4.045440137	7.634366549	Collinsella	Gordonibacter
D006262	genus	102106	990721	0.002341223	-0.040708848	7.88E-154	-0.342816423	678	4214	694	6899	1.599291935	3.82E-16	1.42673084	1.792864982	Collinsella	Christensenella
D006262	genus	102106	1506577	0.001137578	-0.04466547	4.92E-94	-0.276963045	380	4512	413	7180	1.464070856	2.48E-07	1.263930905	1.695644783	Collinsella	Tyzzerella
D006262	genus	102106	1508657	0.003866548	-0.032025903	6.86E-170	-0.300919938	2420	2472	3243	4350	1.313087096	1.50E-13	1.220822266	1.412357009	Collinsella	Ruminiclostridium
D006262	genus	104264	1348911	0.008697478	-0.113332794	2.91E-09	-0.253068362	5	15	515	11950	7.733040505	0.00113272	2.189620669	22.47830809	Cellulophaga	Coprobacter
D006262	genus	114627	117563	0.007262056	-0.151712748	6.01E-19	-0.474802119	5	25	282	12173	8.62898365	0.00055117	2.561132026	23.16152614	Alkaliphilus	Granulicatella
D006262	genus	114627	160795	2.01E-05	-0.457274428	3.10E-18	-0.789864912	2	28	50	12405	17.69949175	0.006869534	1.990699031	73.40680346	Alkaliphilus	Ureibacillus
D006262	genus	114627	178440	0.012618159	-0.357469991	2.72E-09	-0.734968348	2	28	18	12437	49.1541131	0.001032392	5.292741248	220.5656379	Alkaliphilus	Opitutus
D006262	genus	114627	1822464	0.005284005	-0.342089944	1.18E-12	-0.744433821	3	27	35	12420	39.32955312	9.98E-05	7.302800392	137.2807979	Alkaliphilus	Paraburkholderia
D006262	genus	117563	150022	0.000590353	-0.166782305	3.96E-78	-0.752867372	10	277	134	12064	3.249598452	0.00180294	1.506734576	6.253579059	Granulicatella	Finegoldia
D006262	genus	117563	160795	3.17E-05	-0.226578686	1.29E-24	-0.522801807	8	279	44	12154	7.91743058	2.21E-05	3.18880036	17.21030191	Granulicatella	Ureibacillus
D006262	genus	117563	162289	0.021484095	-0.084518017	2.97E-79	-0.618304496	52	235	453	11745	5.73521942	2.78E-20	4.102564103	7.90169532	Granulicatella	Peptoniphilus
D006262	genus	117563	165779	0.000860733	-0.15370374	1.75E-100	-0.789132186	15	272	180	12018	3.681572418	4.43E-05	1.990896856	6.343136298	Granulicatella	Anaerococcus
D006262	genus	117563	172900	0.009416717	-0.124511769	4.08E-45	-0.607424483	38	249	147	12051	12.50183416	1.11E-25	8.326726785	18.41496443	Granulicatella	Victivallis
D006262	genus	117563	184869	0.00053983	-0.177381779	5.14E-54	-0.687299979	11	276	90	12108	5.359753854	1.98E-05	2.554493595	10.20554104	Granulicatella	Varibaculum
D006262	genus	117563	195950	0.003237771	-0.158315287	1.15E-34	-0.597503276	5	282	57	12141	3.7760308	0.013802554	1.172059426	9.439828015	Granulicatella	Tannerella
D006262	genus	117563	239934	0.001707481	-0.047053522	2.94E-36	-0.187044775	152	135	4155	8043	2.17938877	9.31E-11	1.711596618	2.777458478	Granulicatella	Akkermansia
D006262	genus	117563	244127	0.021926964	-0.038003634	8.99E-16	-0.13278785	160	127	3349	8849	3.328302035	3.93E-23	2.61117757	4.25026503	Granulicatella	Anaerotruncus
D006262	genus	117563	283168	3.58E-07	-0.06818921	1.28E-47	-0.192597217	151	136	5275	6923	1.457102245	0.001707021	1.144762683	1.856194451	Granulicatella	Odoribacter
D006262	genus	117563	397864	0.004604394	-0.03925742	4.77E-38	-0.177316963	135	152	4921	7277	1.313328595	0.024325292	1.030797622	1.671956338	Granulicatella	Barnesiella
D006262	genus	117563	442430	9.55E-07	-0.248909032	4.66E-61	-0.717670239	12	275	91	12107	5.803575906	4.10E-06	2.858300002	10.7987406	Granulicatella	Coraliomargarita
D006262	genus	117563	508459	0.001615712	-0.176954018	6.26E-18	-0.460378758	7	280	28	12170	10.86083636	1.22E-05	3.970072748	25.71396842	Granulicatella	Cloacibacillus
D006262	genus	117563	577310	6.23E-05	-0.06722552	2.79E-78	-0.307188492	100	187	3255	8943	1.469183584	0.002953741	1.136820661	1.889651582	Granulicatella	Parasutterella
D006262	genus	117563	990721	0.048639693	-0.050253557	1.78E-43	-0.341919475	119	168	1253	10945	6.185350032	2.02E-41	4.812985398	7.930374652	Granulicatella	Christensenella
D006262	genus	117563	1164882	0.004217209	0.165588154	1.66E-05	0.24704514	40	247	10	12188	196.3652277	1.50E-57	95.3731232	441.2458005	Granulicatella	Lachnoanaerobaculum
D006262	genus	117563	1279388	2.29E-08	-0.201621225	1.29E-136	-0.748756223	31	256	468	11730	3.034646378	4.63E-07	1.996666675	4.474936058	Granulicatella	Kandleria
D006262	genus	117563	1291539	0.013426619	-0.14119816	3.10E-11	-0.367808331	4	283	19	12179	9.055185874	0.001714708	2.226009088	27.49225633	Granulicatella	Candidatus Methanomethylophilus
D006262	genus	117563	1505657	1.46E-05	-0.086881733	1.22E-76	-0.359508606	94	193	2196	10002	2.218159361	2.83E-09	1.707184267	2.865780248	Granulicatella	Intestinibacter
D006262	genus	117563	1505663	0.000215442	-0.058054365	3.17E-33	-0.186916789	177	110	3771	8427	3.595386545	6.00E-26	2.808898293	4.618072057	Granulicatella	Erysipelatoclostridium
D006262	genus	117563	1506553	0.005493249	-0.037000297	1.14E-05	-0.058461613	210	77	5343	6855	3.498714804	2.62E-23	2.675233568	4.61509204	Granulicatella	Lachnoclostridium
D006262	genus	118747	172900	0.001385159	-0.195096518	5.41E-42	-0.709370299	11	81	174	12219	9.529798191	1.06E-07	4.496493069	18.38115209	Bulleidia	Victivallis
D006262	genus	118747	189330	0.013420236	-0.032067287	1.93E-17	-0.109914052	56	36	5852	6541	1.738608788	0.011500475	1.121977548	2.72509646	Bulleidia	Dorea
D006262	genus	118747	195950	0.013929032	-0.199756546	1.58E-36	-0.81110544	3	89	59	12334	7.044797497	0.010704225	1.386477695	22.26038372	Bulleidia	Tannerella
D006262	genus	118747	375288	0.012068991	-0.025740224	1.28E-11	-0.069354627	80	12	9417	2976	2.10660732	0.013612948	1.139865909	4.253157971	Bulleidia	Parabacteroides
D006262	genus	118747	442430	4.80E-05	-0.289723904	5.74E-54	-0.847848016	4	88	99	12294	5.642609352	0.00700858	1.475507455	15.41661263	Bulleidia	Coraliomargarita
D006262	genus	118747	577309	0.003675693	-0.052920802	5.77E-26	-0.190366578	35	57	2919	9474	1.992894434	0.001921427	1.266717878	3.095592213	Bulleidia	Paraprevotella
D006262	genus	118747	990721	0.006787054	-0.071608614	3.65E-26	-0.274831916	36	56	1336	11057	5.319189412	1.94E-12	3.385277475	8.26411891	Bulleidia	Christensenella
D006262	genus	118747	1164882	0.018620611	-0.199374611	2.73E-24	-0.728777666	3	89	47	12346	8.849309836	0.005909908	1.729923245	28.33127098	Bulleidia	Lachnoanaerobaculum
D006262	genus	118747	1573535	0.020649147	0.059299541	0.009311028	-0.066614262	59	33	1431	10962	13.69027786	2.38E-32	8.76027494	21.71748979	Bulleidia	Holdemanella
D006262	genus	123375	133925	0.032916069	-0.120805598	1.34E-25	-0.545612139	11	48	253	12173	11.02076954	3.50E-08	5.099570046	21.83474592	Solobacterium	Olsenella
D006262	genus	123375	241189	0.049984927	-0.116840726	3.75E-40	-0.683430584	5	54	223	12203	5.065192071	0.004367675	1.566166801	12.73820192	Solobacterium	Hespellia
D006262	genus	123375	256846	0.004551087	-0.314082623	1.52E-12	-0.689560263	4	55	21	12405	42.85052705	5.28E-06	10.35339145	133.1108962	Solobacterium	Lentisphaera
D006262	genus	123375	416916	0.002305874	-0.271288684	3.12E-16	-0.650006416	12	47	65	12361	48.44711717	1.10E-15	22.32737288	98.36526477	Solobacterium	Aggregatibacter
D006262	genus	123375	423604	0.025100373	-0.234754186	4.01E-22	-0.807616779	2	57	32	12394	13.58214393	0.011177485	1.540677894	55.36633073	Solobacterium	Elusimicrobium
D006262	genus	123375	442430	0.000101888	-0.304213126	3.78E-30	-0.752946239	4	55	99	12327	9.05042791	0.001403922	2.337022589	25.23728005	Solobacterium	Coraliomargarita
D006262	genus	123375	574697	0.000593335	-0.108320308	1.05E-22	-0.302894074	14	45	943	11483	3.787530667	0.000111849	1.912932852	7.058966312	Solobacterium	Butyricimonas
D006262	genus	123375	762551	0.009092334	-0.223736293	3.95E-09	-0.479675794	21	38	76	12350	89.23434221	2.04E-30	47.55982042	164.3522039	Solobacterium	Jejuia
D006262	genus	123375	990721	0.012718623	-0.066268288	5.49E-17	-0.22026947	18	41	1354	11072	3.589432568	3.84E-05	1.935070792	6.410315156	Solobacterium	Christensenella
D006262	genus	123375	1164882	0.005310184	-0.308863902	2.06E-05	-0.456693991	29	30	21	12405	561.3154813	5.55E-58	275.981708	1228.303028	Solobacterium	Lachnoanaerobaculum
D006262	genus	123375	1279388	0.004254045	-0.121828518	5.29E-28	-0.444588568	9	50	490	11936	4.383617987	0.000512145	1.884162981	9.068928393	Solobacterium	Kandleria
D006262	genus	133925	172900	0.002703253	-0.142674426	6.13E-96	-0.792076699	9	255	176	12045	2.415107885	0.016894707	1.073972939	4.763337247	Olsenella	Victivallis
D006262	genus	133925	189330	0.020321743	-0.029937701	1.47E-18	-0.113093452	165	99	5743	6478	1.879855737	7.17E-07	1.452589761	2.443291827	Olsenella	Dorea
D006262	genus	133925	239934	0.002839072	-0.044666732	3.05E-73	-0.266143913	108	156	4199	8022	1.322548656	0.03064109	1.022089273	1.706338328	Olsenella	Akkermansia
D006262	genus	133925	244127	0.018561266	-0.039110907	2.23E-30	-0.188656113	150	114	3359	8862	3.471208794	7.12E-23	2.693401823	4.482885649	Olsenella	Anaerotruncus
D006262	genus	133925	246875	0.020112723	-0.12888398	2.26E-33	-0.601592831	5	259	61	12160	3.847639472	0.0127506	1.196389641	9.592681269	Olsenella	Algoriphagus
D006262	genus	133925	375288	0.019154138	-0.023976695	8.21E-38	-0.131013452	216	48	9281	2940	1.425427976	0.028477925	1.035286652	1.997494662	Olsenella	Parabacteroides
D006262	genus	133925	442430	0.000806742	-0.176305421	4.99E-60	-0.726749527	9	255	94	12127	4.552173895	0.000327216	1.996468585	9.149193507	Olsenella	Coraliomargarita
D006262	genus	133925	577309	4.74E-05	-0.072612255	1.11E-99	-0.365591038	85	179	2869	9352	1.547828301	0.00157922	1.177135199	2.022111908	Olsenella	Paraprevotella
D006262	genus	133925	990721	0.000667692	-0.086165913	4.81E-73	-0.435549888	80	184	1292	10929	3.677214499	5.02E-18	2.774104682	4.838929465	Olsenella	Christensenella
D006262	genus	133925	1505663	0.034567085	-0.033103774	5.12E-45	-0.217933446	136	128	3812	8409	2.343644007	1.73E-11	1.821701471	3.016764477	Olsenella	Erysipelatoclostridium
D006262	genus	133925	1506553	0.027124839	-0.029549848	2.71E-06	-0.062690052	225	39	5328	6893	7.462198304	1.29E-43	5.282114748	10.7940282	Olsenella	Lachnoclostridium
D006262	genus	133925	1573534	0.01247469	-0.124358177	1.64E-82	-0.776685429	10	254	139	12082	3.421449513	0.001251579	1.586035346	6.586108404	Olsenella	Faecalitalea
D006262	genus	135858	158846	0.00029132	-0.111747767	1.88E-160	-0.708626901	37	348	662	11438	1.836807778	0.001432229	1.260449318	2.609338981	Catenibacterium	Megamonas
D006262	genus	135858	207244	2.96E-05	-0.094375724	8.47E-150	-0.542492201	73	312	1567	10533	1.572645188	0.000959335	1.195055922	2.047298329	Catenibacterium	Anaerostipes
D006262	genus	135858	216851	0.043343588	-0.019877985	0.019350105	-0.023009198	371	14	9946	2154	5.73865192	4.93E-17	3.368341748	10.62203755	Catenibacterium	Faecalibacterium
D006262	genus	135858	283168	0.002214917	-0.040979077	2.44E-12	-0.093674869	238	147	5188	6912	2.156952871	2.24E-13	1.742938812	2.676496321	Catenibacterium	Odoribacter
D006262	genus	135858	375288	0.001271539	-0.032963896	1.38E-08	-0.058032645	329	56	9168	2932	1.878883953	4.86E-06	1.406895351	2.548934517	Catenibacterium	Parabacteroides
D006262	genus	135858	397864	1.80E-07	-0.072081151	7.53E-46	-0.194687729	210	175	4846	7254	1.796143611	1.87E-08	1.457670666	2.215565143	Catenibacterium	Barnesiella
D006262	genus	135858	1348911	5.13E-11	-0.21960631	2.79E-180	-0.780487046	30	355	490	11610	2.002150586	0.001007857	1.316495501	2.946763936	Catenibacterium	Coprobacter
D006262	genus	150022	172900	0.002022087	-0.172219965	1.34E-67	-0.783948105	10	134	175	12166	5.185863821	5.52E-05	2.389863147	10.06218088	Finegoldia	Victivallis
D006262	genus	150022	207244	0.0287902	-0.052250394	2.28E-58	-0.371339466	33	111	1607	10734	1.985725846	0.001122464	1.298865176	2.963727324	Finegoldia	Anaerostipes
D006262	genus	150022	504481	0.015875278	-0.176637568	4.08E-28	-0.694565629	6	138	42	12299	12.72178153	1.75E-05	4.34830274	30.74424211	Finegoldia	Sediminibacterium
D006262	genus	150022	886360	0.020394607	-0.178805982	2.02E-18	-0.608870609	3	141	24	12317	10.91057395	0.003588363	2.07968586	36.54184106	Finegoldia	Rudaea
D006262	genus	150022	1508657	0.002371993	-0.040195006	2.25E-22	-0.128200006	92	52	5571	6770	2.149893996	9.65E-06	1.510879829	3.087441	Finegoldia	Ruminiclostridium
D006262	genus	158846	162289	0.005286496	-0.081804583	1.72E-264	-0.804505967	43	656	462	11324	1.606570216	0.005511954	1.135706055	2.223323924	Megamonas	Peptoniphilus
D006262	genus	158846	189330	0.00608577	-0.034778124	5.45E-98	-0.261777207	387	312	5521	6265	1.407486016	1.23E-05	1.203928478	1.646495772	Megamonas	Dorea
D006262	genus	158846	283168	3.74E-09	-0.077552756	1.21E-110	-0.288178536	361	338	5065	6721	1.417183507	8.75E-06	1.212849212	1.656322582	Megamonas	Odoribacter
D006262	genus	158846	375288	0.013945679	-0.025159822	7.07E-11	-0.066648756	647	52	8850	2936	4.127654667	9.47E-32	3.097897524	5.603400686	Megamonas	Parabacteroides
D006262	genus	158846	459786	1.30E-12	-0.081447688	9.64E-140	-0.28344335	446	253	6865	4921	1.263626932	0.003896579	1.075690656	1.486820073	Megamonas	Oscillibacter
